id_pekerjaan,jenis_pekerjaan,spesifikasi_teknis,satuan,harga_satuan,cabang_itb,kategori_I,kategori_II
BO-072,Bongkar plafon akustik tanpa rangka,"Pembongkaran dilakukan secara hati-hati, rapih, dibuang ke area luar lingkungan kampus ITB dan terlebih dahulu dikoordinasikan dengan pengawas/user",m2,16300,Ganesha,Persiapan dan Bongkaran,Pekerjaan Bongkaran
BO-073,Bongkar + Pasang kembali smoke detector tanpa instalasi,"Pasang Kembali alarm kebakaran eksisting, kerusakan saat pemasangan menjadi tanggung jawab penyedia",titik,28700,Ganesha,Persiapan dan Bongkaran,Pekerjaan Bongkaran
BO-074,Bongkar Door Closer,"Pembongkaran dilakukan secara hati-hati, rapih, bekas bongkaran diserahkan ke pengawas/user.",bh,24800,Ganesha,Persiapan dan Bongkaran,Pekerjaan Bongkaran
BO-075,Bongkar Papan Atap Datar,"Pembongkaran dilakukan secara hati-hati, rapih, hasil bongkaran dikoordinasikan dengan pengawas/user",m2,47400,Ganesha,Persiapan dan Bongkaran,Pekerjaan Bongkaran
BO-076,Pek. Bongkaran batu templek eksisting,"Bongkaran dilakukan dengan ha\ti-hati, karena akan dipasang kembali",m2,46600,Ganesha,Persiapan dan Bongkaran,Pekerjaan Bongkaran
BO-077,Bongkar rel pintu geser,"Pembongkaran dilakukan secara hati-hati, rapih, dibuang ke area luar lingkungan kampus ITB dan terlebih dahulu dikoordinasikan dengan pengawas/user",set,64800,Ganesha,Persiapan dan Bongkaran,Pekerjaan Bongkaran
BO-078,Bongkar Kolom Kayu (5-15cm),"Pembongkaran dilakukan secara hati-hati, rapih, dibuang ke area luar lingkungan kampus ITB dan terlebih dahulu dikoordinasikan dengan pengawas/user",m1,16300,Ganesha,Persiapan dan Bongkaran,Pekerjaan Bongkaran
BO-079,Pekerjaan bongkaran ram kawat,"Ram kawat eksisting di bongkar ,hasil bongkaran di kordinasikan dengan pengawas",m2,7800,Ganesha,Persiapan dan Bongkaran,Pekerjaan Bongkaran
BO-080,"Bongkar kaso 4/5 4/6, 5/6, 5/7",Bekas bongkaran dibuang keluar area kampus itb.,m1,9800,Ganesha,Persiapan dan Bongkaran,Pekerjaan Bongkaran
BO-081,"Bongkar balok 6/8, 7/9, 8/9, 6/10",Bekas bongkaran dibuang keluar area kampus itb.,m1,13400,Ganesha,Persiapan dan Bongkaran,Pekerjaan Bongkaran
BO-082,"Bongkar gording/balok 6/12, 7/12, 8/12",Bekas bongkaran dibuang keluar area kampus itb.,m1,15200,Ganesha,Persiapan dan Bongkaran,Pekerjaan Bongkaran
BO-083,Bongkar Trei kabel,Trei kabel di bongkar dengan hati - hati karena akan di pasangkan kembali,m1,23900,Ganesha,Persiapan dan Bongkaran,Pekerjaan Bongkaran
PK-001,Pasang Kembali Lampu/saklar eksisting berikut instalasi,"Pasang Kembali titik lampu eksisting, menggunakan kabel baru 2x1,5mm supreme, kerusakan saat pemasangan menjadi tanggung jawab penyedia",titik,71500,Ganesha,Persiapan dan Bongkaran,Pemasangan Kembali
PK-002,Pasang Kembali Stop Kontak eksisting berikut instalasi,"Pasang Kembali titik stop kontak eksisting, menggunakan kabel baru 3x2,5mm supreme, kerusakan saat pemasangan menjadi tanggung jawab penyedia",titik,71500,Ganesha,Persiapan dan Bongkaran,Pemasangan Kembali
PK-003,Pasang Kembali Panel ,"Pasang Kembali Panel berikut dengan instalasi, kerusakan menjadi tanggung jawab penyedia",unit,587800,Ganesha,Persiapan dan Bongkaran,Pemasangan Kembali
PK-004,Pasang Pintu/Jendela Eksisting,"Pasang Kembali Pintu/jendela Eksisting dengan rapih, kerusakan saat pemasangan menjadi tanggung jawab penyedia",unit,78400,Ganesha,Persiapan dan Bongkaran,Pemasangan Kembali
PK-005,Pasang Kembali Washtafel meja/dinding,"Pasang Kembali Washtafel Eksisting dengan rapih, kerusakan saat pemasangan menjadi tanggung jawab penyedia",unit,111400,Ganesha,Persiapan dan Bongkaran,Pemasangan Kembali
PK-006,Pasang Kembali Kloset/urinoir,"Pasang Kembali Kloset/Urinoir Eksisting dengan rapih, kerusakan saat pemasangan menjadi tanggung jawab penyedia",unit,123800,Ganesha,Persiapan dan Bongkaran,Pemasangan Kembali
PK-007,Pasang kembali karpet lantai,"Pasang Kembali karpet Eksisting dengan rapih, kerusakan saat pemasangan menjadi tanggung jawab penyedia",m2,11400,Ganesha,Persiapan dan Bongkaran,Pemasangan Kembali
PK-008,Pasang kembali pavingblock/grassblock,"Pasang Kembali Paving blok/grass block eksisting termasuk abu batu dengan pemadatan, kerusakan saat pemasangan menjadi tanggung jawab penyedia",m2,19600,Ganesha,Persiapan dan Bongkaran,Pemasangan Kembali
PK-009,Pasang Kembali Plafond Akustik,"Pasang Kembali plafond eksisting, kerusakan saat pemasangan menjadi tanggung jawab penyedia",lbr,16300,Ganesha,Persiapan dan Bongkaran,Pemasangan Kembali
PK-010,Pasang Kembali Penutup Atap seng/polycarbonat Eksisting,"Pasang Kembali Atap Seng/Policarbonat eksisting, kerusakan saat pemasangan menjadi tanggung jawab penyedia",m2,17100,Ganesha,Persiapan dan Bongkaran,Pemasangan Kembali
PK-011,Pasang Kembali Penutup Atap Genteng/UPVC Eksisting,"Pasang Kembali Atap Genteng/UPVC eksisting, kerusakan saat pemasangan menjadi tanggung jawab penyedia",m2,22700,Ganesha,Persiapan dan Bongkaran,Pemasangan Kembali
PK-012,Pasang kembali outdoor AC,"Pemasangan dilakukan secara hati-hati, kerusakan menjadi tanggung jawab kontraktor. ",unit,113600,Ganesha,Persiapan dan Bongkaran,Pemasangan Kembali
PK-013,Pekerjaan Bongkar+Pasang Pagar Precast,Pagar precast existing di bongkar dan di pasang kembali dalam keadaan rapih,m',205300,Ganesha,Persiapan dan Bongkaran,Pemasangan Kembali
PK-014,Pasang Kembali Kaca,"Pasang Kembali kaca Eksisting dengan rapih, kerusakan saat pemasangan menjadi tanggung jawab penyedia",m2,40300,Ganesha,Persiapan dan Bongkaran,Pemasangan Kembali
PK-015,Pasang kembali kusen exsisting,"Pasang Kembali kusen Eksisting dengan rapih, kerusakan saat pemasangan menjadi tanggung jawab penyedia",m',24200,Ganesha,Persiapan dan Bongkaran,Pemasangan Kembali
PK-016,Pasang kembali Kusen alumunium,"Pasang kembali Kusen alumunium dengan rapih, kerusakan saat pemasangan menjadi tanggung jawab penyedia",m',27200,Ganesha,Persiapan dan Bongkaran,Pemasangan Kembali
PK-017,Pasang kembali rangka partisi exsisting,"Pasang Kembali rangka partisi Eksisting dengan rapih, kerusakan saat pemasangan menjadi tanggung jawab penyedia",m2,90200,Ganesha,Persiapan dan Bongkaran,Pemasangan Kembali
PK-018,Pasang kembali batu border,"Pasang kembali batu border dengan rapih, kerusakan saat pemasangan menjadi tanggung jawab penyedia",m',16000,Ganesha,Persiapan dan Bongkaran,Pemasangan Kembali
PK-019,Pasang kembali atap sirap asbes,"Pasang kembali atap sirap asbes dengan rapih, kerusakan saat pemasangan menjadi tanggung jawab penyedia",m2,51600,Ganesha,Persiapan dan Bongkaran,Pemasangan Kembali
PK-020,Pasang Kembali Stop Kontak lantai eksisting tanpa instalasi,"Pasang Kembali titik stop kontak lantai eksisting tanpa instalasi, kerusakan saat pemasangan menjadi tanggung jawab penyedia",titik,25700,Ganesha,Persiapan dan Bongkaran,Pemasangan Kembali
PK-021,Pasang Kembali Kran,"Pasang Kembali Kran Eksisting dengan rapih, kerusakan saat pemasangan menjadi tanggung jawab penyedia, termasuk dengan aksesoris pemasangan dan bobokan/perapihan bila di perlukan",bh,10800,Ganesha,Persiapan dan Bongkaran,Pemasangan Kembali
PK-022,Pasang Kembali Floordrain,"Pasang Kembali Floordrain Eksisting dengan rapih, kerusakan saat pemasangan menjadi tanggung jawab penyedia",bh,44700,Ganesha,Persiapan dan Bongkaran,Pemasangan Kembali
PK-023,Pasang Kembali Sekat urinoir,"Pasang Kembali Sekat Urinoir Eksisting dengan rapih, kerusakan saat pemasangan menjadi tanggung jawab penyedia",set,70700,Ganesha,Persiapan dan Bongkaran,Pemasangan Kembali
PK-024,Pasang kembali panel ceiling metal linier eksisting,"Pasang Kembali Ceiling Panel metal linier existing, kerusakan menjadi tanggung jawab penyedia,termasuk alat bantu pemasangan berupa scafolding atau steger bambu",m2,82300,Ganesha,Persiapan dan Bongkaran,Pemasangan Kembali
PK-025,Pasang kembali tong sampah,Pasang kembali tong sampah dengan menggunakan campuran beton 1 pc : 2 pasir beton : 3 split.,unit,134700,Ganesha,Persiapan dan Bongkaran,Pemasangan Kembali
PK-026,Pek. Pasang kembali plang Rambu,"Plang Rambu di pasang kembali rapih, kerusakan menjadi tanggung jawab penyedia",unit,63400,Ganesha,Persiapan dan Bongkaran,Pemasangan Kembali
PK-027,Pasang Kembali Lantai Parket,"Pasang Kembali lantai parket, kerusakan saat pemasangan menjadi tanggung jawab penyedia",m2,20200,Ganesha,Persiapan dan Bongkaran,Pemasangan Kembali
PK-028,Pasangan Plafond Existing Sunda Plafond,"Pasang Plafond Existing di pasang kembali, kerusakan menjadi tanggung jawab penyedia",m2,25600,Ganesha,Persiapan dan Bongkaran,Pemasangan Kembali
PK-029,Pasang kembali dinding MDF,Pasang kembali dinding MDF tebal 9 mm 1 muka,m2,50700,Ganesha,Persiapan dan Bongkaran,Pemasangan Kembali
PK-030,Pasang kembali HPL Eksisting,Pasang kembali HPL Eksisting,m2,63600,Ganesha,Persiapan dan Bongkaran,Pemasangan Kembali
PK-031,Pasang kembali Lampu tanpa instalasi,"Pasang Kembali titik lampu eksisting, kerusakan saat pemasangan menjadi tanggung jawab penyedia",titik,10000,Ganesha,Persiapan dan Bongkaran,Pemasangan Kembali
PK-032,Pasang kembali dinding batu templek eksisting,Pasang dinding batu templek eksisting berikut dengan plesteran/perekat.,m2,201200,Ganesha,Persiapan dan Bongkaran,Pemasangan Kembali
PK-033,Pasang kembali Kuda-Kuda eksisting,"Pasang Kembali Kuda-kuda eksisting berikut dengan aksesoris pemasangan, kerusakan menjadi tanggung jawab penyedia",m2,14000,Ganesha,Persiapan dan Bongkaran,Pemasangan Kembali
PK-034,Pasang Kembali Gording eksisting,"Pasang Kembali Gording eksisting berikut dengan aksesoris pemasangan, kerusakan menjadi tanggung jawab penyedia",m1,9100,Ganesha,Persiapan dan Bongkaran,Pemasangan Kembali
PK-035,Pasang kembali lisplang eksisting dibawah 6m,"Pasang Kembali Lisplang eksisting berikut dengan aksesoris pemasangan, kerusakan menjadi tanggung jawab penyedia",m1,51300,Ganesha,Persiapan dan Bongkaran,Pemasangan Kembali
PK-036,Pasang kembali kolom batu eksisting+siar,Pasang kembali kolom batu menggunakan batu existing,m3,554700,Ganesha,Persiapan dan Bongkaran,Pemasangan Kembali
PK-037,Pasang kembali rangka atap eksisting,pasang kembali rangka atap eksisting termasuk modifikasi untuk menyesuaikan dengan ukuran dan bentuk yang telah direncanakan,m2,136600,Ganesha,Persiapan dan Bongkaran,Pemasangan Kembali
PP-001,Pembersihan Keramik toilet/kamar mandi,"Pekerjaan pembersihan keramik dinding dan lantai kamar mandi, sampai bersih kembali dengan menggunakan porstex.",m2,20000,Ganesha,Persiapan dan Bongkaran,Pembersihan dan Pembuangan
PP-002,Pasang pembersihan kaca,Pemberihan kaca dengan cairan khusus,m2,15500,Ganesha,Persiapan dan Bongkaran,Pembersihan dan Pembuangan
PP-003,Pembuangan tanah/agregat hasil bongkaran keluar kampus ITB,Pembuangan tanah/agregat hasil bongkaran keluar kampus ITB,m3,161800,Ganesha,Persiapan dan Bongkaran,Pembersihan dan Pembuangan
PP-004,Pembuangan Brangkal hasil bongkaran keluar kampus ITB,"Pembuangan brangkal berbentuk sisa kayu maupun bahan pelapis dan elektrikal, hasil bongkaran keluar kampus ITB",m3,185200,Ganesha,Persiapan dan Bongkaran,Pembersihan dan Pembuangan
PP-005,"Pembersihan Talang labtek 5,6,7,8",Pembersihan talang dari rumput liar dan lumut yang membuat mampet,m1,300000,Ganesha,Persiapan dan Bongkaran,Pembersihan dan Pembuangan
PP-006,"Perbaikan Talang cucuran labtek 5,6,7,8","Perbaikan meliputi titik talang yang bocor, diperbaiki dengan hasil yang rapih dan kuat berikut buangan sampah pada talang",titik,377100,Ganesha,Persiapan dan Bongkaran,Pembersihan dan Pembuangan
PP-007,Pembersihan exhausfan,"Pembersihan exhausfan meliputi pembongkaran, pembersihan dan pemasangan kembali exhausfan ",unit,69100,Ganesha,Persiapan dan Bongkaran,Pembersihan dan Pembuangan
PP-008,Pembersihan lapisan Screeding,Permukaan harus bersih dari lumut serta bebas dari minyak dan oli menggunakan sikat kawat dan air,m2,3900,Ganesha,Persiapan dan Bongkaran,Pembersihan dan Pembuangan
ST-001,Menggali tanah biasa sedalam max 1 meter,,m3,86700,Ganesha,Sipil,Pekerjaan Tanah
ST-002,Menggali tanah biasa sedalam max 2 meter,,m3,118600,Ganesha,Sipil,Pekerjaan Tanah
ST-003,Menggali tanah biasa sedalam lebih dari 2 meter,,m3,140300,Ganesha,Sipil,Pekerjaan Tanah
ST-004,Menggali tanah keras sedalam max 1 meter,,m3,128700,Ganesha,Sipil,Pekerjaan Tanah
ST-005,Memadatkan tanah manual,Pemadatan tanah (per 20cm),m3,70169,Ganesha,Sipil,Pekerjaan Tanah
ST-006,Memadatkan tanah dengan alat,Pemadatan tanah menggunakan alat Stamper dan tandem roller min 6 ton,m3,109100,Ganesha,Sipil,Pekerjaan Tanah
ST-007,Pasir urug,,m3,284500,Ganesha,Sipil,Pekerjaan Tanah
ST-008,Lapisan Pasir,Pasang lapisan pasir menggunakan pasir pasir cimalaka.,m3,268100,Ganesha,Sipil,Pekerjaan Tanah
ST-009,Urugan tanah kembali ,,m3,70200,Ganesha,Sipil,Pekerjaan Tanah
SS-001,Beton sitemix 1PC : 3PS : 5KR,Cor Beton sitemix menggunakan campuran 1 Pc : 3 Ps : 5 Kr,m3,886800,Ganesha,Sipil,Sipil Struktur
SS-002,Beton sitemix 1PC : 3PS : 3KR,Cor Beton sitemix menggunakan campuran 1 Pc : 3 Ps : 3 Kr,m3,914500,Ganesha,Sipil,Sipil Struktur
SS-003,Beton sitemix 1PC : 2PS : 3KR,Cor Beton sitemix menggunakan campuran 1 Pc : 2 Ps : 3 Kr,m3,980700,Ganesha,Sipil,Sipil Struktur
SS-004,Beton Ready Mix mutu K175 ,"Cor Beton Readymix K 175, f'c=14,5 MPa",m3,1017200,Ganesha,Sipil,Sipil Struktur
SS-005,Beton Ready Mix mutu K225,"Cor Beton Readymix K 225, f'c=19,3 MPa",m3,1076200,Ganesha,Sipil,Sipil Struktur
SS-006,Beton Ready Mix mutu K250,"Cor Beton Readymix K 250, f'c=21,7 MPa",m3,1093900,Ganesha,Sipil,Sipil Struktur
SS-007,Beton Ready Mix mutu K275,"Cor Beton Readymix K 275, f'c=24,0 MPa",m3,1124200,Ganesha,Sipil,Sipil Struktur
SS-008,Pembesian U-24 rata-rata,Pembesian harus menggunakan besi SNI kuat leleh minimal 2400 kg/cm2,kg,16100,Ganesha,Sipil,Sipil Struktur
SS-009,Pembesian U-32/U-39 rata-rata,Pembesian harus menggunakan besi SNI kuat leleh minimal 3200 kg/cm2,kg,16400,Ganesha,Sipil,Sipil Struktur
SS-010,Pembesian wiremesh M4,Pasang Wiremesh M4 sambungan overlap 15cm diikat menggunakan kawat beton/bendrat,m2,52600,Ganesha,Sipil,Sipil Struktur
SS-011,Pembesian wiremesh M6,Pasang Wiremesh M6 sambungan overlap 15cm diikat menggunakan kawat beton/bendrat,m2,79700,Ganesha,Sipil,Sipil Struktur
SS-012,Pembesian wiremesh M8,Pasang Wiremesh M8 sambungan overlap 15cm diikat menggunakan kawat beton/bendrat,m2,111600,Ganesha,Sipil,Sipil Struktur
SS-013,Pembesian wiremesh M10,Pasang Wiremesh M10 sambungan overlap 15cm diikat menggunakan kawat beton/bendrat,m2,130500,Ganesha,Sipil,Sipil Struktur
SS-014,Pasang Bekisting balok,Pasang bekisting menggunakan multipleks 9 mm dan kayu kelas III,m2,456100,Ganesha,Sipil,Sipil Struktur
SS-015,Pasang bekisting sloof (1m2 bekisting sloof dengan range tinggi 15-40cm),Pasang bekisting menggunakan papan untuk bekisting,m2,173700,Ganesha,Sipil,Sipil Struktur
SS-016,Pekerjaan bekisting dinding beton,Pasang bekisting menggunakan multipleks 9 mm dan kayu kelas III,m2,256400,Ganesha,Sipil,Sipil Struktur
SS-017,Pekerjaan bekisting pelat lantai,Pasang bekisting menggunakan multipleks 9 mm dan kayu kelas III,m2,275100,Ganesha,Sipil,Sipil Struktur
SS-018,Pasang bekisting trap beton (Tangga),Pasang bekisting menggunakan multipleks 9 mm dan kayu kelas III,m2,253600,Ganesha,Sipil,Sipil Struktur
SS-019,Pasang bekisting kolom struktur,Pasang bekisting menggunakan multipleks 9 mm dan kayu kelas III,m2,405000,Ganesha,Sipil,Sipil Struktur
SS-020,Pasang bekisting kolom praktis,Pasang bekisting menggunakan papan untuk bekisting ,m2,175600,Ganesha,Sipil,Sipil Struktur
SS-021,Pasang besi profil dan canal+meni,Pasang besi baja profil dan canal berikut dengan meni besi,kg,36900,Ganesha,Sipil,Sipil Struktur
SS-022,Pasang besi plat hitam/Bordes+meni,Pasang plat besi hitam/plat bordes berikut dengan meni besi,kg,36900,Ganesha,Sipil,Sipil Struktur
SS-023,Pasang besi plat strip+meni,Pasang plat strip berikut dengan meni besi,kg,23100,Ganesha,Sipil,Sipil Struktur
SS-024,Pasang besi siku+meni,Pasang plat besi siku berikut dengan meni besi,kg,23100,Ganesha,Sipil,Sipil Struktur
SS-025,Pasang chemical bold,Anchor chemical bold 22 mm t. 30 cm + Foscroc nittobond,bh,189500,Ganesha,Sipil,Sipil Struktur
SS-026,Pasang Angkur No13,Pasang angkur menggunakan No13 panjang 10cm s.d. 30cm + hilti pasta,titik,198800,Ganesha,Sipil,Sipil Struktur
SS-027,Baseplate 20x20 cm t=5mm,Pasang baseplate ukuran 20x20cm tebal 5mm termasuk angkur No12 4 titik,bh,96600,Ganesha,Sipil,Sipil Struktur
SS-028,Baseplate 25x25 cm t=10mm,Pasang baseplate ukuran 25x25cm tebal 10mm termasuk angkur No13 4 titik,bh,204800,Ganesha,Sipil,Sipil Struktur
SS-029,Pekerjaan Panel Pagar Beton Uk. 240.40.5 ,"Mutu beton K-250, Beton Elemindo Perkasa, pemasangan berikut semen perekat",lbr,392300,Ganesha,Sipil,Sipil Struktur
SS-030,Pek. Kawat Duri,Pemasangan Kawat duri,m',23400,Ganesha,Sipil,Sipil Struktur
SS-031,Pek. Pasang stek,Pasang stek menggunakan besi No10 panjang stek 35 cm dan semen grouting non shrink Sika Grout 215,titik,36900,Ganesha,Sipil,Sipil Struktur
SS-032,Pek. Grouting,Pekerjaan grouting non shrink Sika Grout 215,m',52400,Ganesha,Sipil,Sipil Struktur
SS-033,Baseplate 20x20 cm t=10mm,,bh,151900,Ganesha,Sipil,Sipil Struktur
SS-034,End plat uk. 0.15 x 0.20 T. 10 mm,Base plat uk. 0.15 x 0.25 T. 10 mm berikut dengan meni besi,bh,118400,Ganesha,Sipil,Sipil Struktur
SS-035,End plat uk. 0.1 5 x 0.60 T. 8 mm,End plat uk. 0.15 x 0.60 T. 8 mm & dyna bold m 10 mm 6 titik berikut dengan meni besi,bh,169200,Ganesha,Sipil,Sipil Struktur
SS-036,Pasang pipa besi 2.5 " t. 2.3 mm,Pasang pipa besi 2.5 " t. 2.3 mm berikut dengan meni besi,m',130800,Ganesha,Sipil,Sipil Struktur
SS-037,Pasang pipa besi 1/2 " t. 2 mm,Pasang pipa besi 1/2 " t. 2mm berikut dengan meni besi,m',92600,Ganesha,Sipil,Sipil Struktur
SS-038,Pasang rangka hollow 60.60.2.3mm,Pasang hollow 60.60.2.3 mm berikut dengan meni besi dengan modul 60x60cm,m2,346200,Ganesha,Sipil,Sipil Struktur
SS-039,Pasang rangka kanopi besi hollow 40x60x2mm,Pasang rangka menggunakan besi hollow ukuran 40x60x2mm dengan modul 60x60cm,m2,302200,Ganesha,Sipil,Sipil Struktur
SS-040,Pemasangan Tiang beton H-Beam tinggi 360,Pemasangan H-Beam 360 K-250 Beton Elemindo Perkasa termasuk mobilisasi,titik,425100,Ganesha,Sipil,Sipil Struktur
SS-041,Pemasangan Tiang beton H-Beam tinggi 360 (sudut),Pemasangan H-Beam 360 K-250 Beton Elemindo Perkasa termasuk mobilisasi,titik,425100,Ganesha,Sipil,Sipil Struktur
SS-042,Pemasangan Tiang beton H-Beam tinggi 380,Pemasangan H-Beam 380 K-250 Beton Elemindo Perkasa termasuk mobilisasi,titik,680700,Ganesha,Sipil,Sipil Struktur
SS-043,Beton Tumbuk site mix campuran 1Pc:2Ps:3Scr,Cor Beton sitemix menggunakan campuran 1 Pc : 2 Ps : 3 Scr,m3,959200,Ganesha,Sipil,Sipil Struktur
SS-044,Pemasangan Panel Pagar,"Mutu beton K-225, Beton Elemindo Perkasa",titik,206900,Ganesha,Sipil,Sipil Struktur
SS-045,Pemasangan H-Beam 300,Pemasangan H-Beam 300 K-250 BEP.,titik,548900,Ganesha,Sipil,Sipil Struktur
SS-046,Dilatasi plat lantai Uk. 5x5 cm,"Bahan menggunakan plat besi tekuk tebal 1,8mm finishing meni.",m1,180800,Ganesha,Sipil,Sipil Struktur
SS-047,Pasang Batu Bulat Dia 8cm,Batu bulat dia. 8cm warna abu,krg,97700,Ganesha,Sipil,Sipil Struktur
SS-048,Pekerjaan screeding / Leveling lantai,Screed lama di ratakan setebal 3 cm menggunakan semen dan pasir beton dengan camp.1 Pc : 3 PB,m2,101200,Ganesha,Sipil,Sipil Struktur
SS-049,Pekerjaan Chemical Stek,Pekerjaan chemical stek bahan menggunakan Bonding Agent Adhesives Nitobond EC 100 FOSROC Berikut pengeboran.,titik,8500,Ganesha,Sipil,Sipil Struktur
SS-050,Beton Ready Mix K-500,"Pengecoran Dinding Beton SCC K-500 slump up 50, berikut dicampur dengan Waterproof Integral menggunakan Sika Viscocrete 3115N, dengan perbandingan 1 m3 beton/6 liter Waterproof Integral",m3,3138000,Ganesha,Sipil,Sipil Struktur
SS-051,Pekerjaan Grouting Toping,Pekerjaan grouting toping/joint bahan menggunakan semen instan K-500 indikon/drymix,m1,176100,Ganesha,Sipil,Sipil Struktur
SS-052,Pek. Grouting Bocoran,"Pekerjaan Grouting + Injection system Epoxy menggunakan Sikadur-752 (Injection system Epoxy dilengkapi dengan pemasangan Noozle per-jarak 20cm), retakan diperlebar terlebih dahulu +- 5 mm. Setelah dilakukan Grouting + Injeksi, Beton dirapihkan kembali menggunakan semen grouting Sika.",titik,120200,Ganesha,Sipil,Sipil Struktur
SJ-001,"Pasang pasangan batu belah,campuran 1PC : 3PP","Pasang pasangan menggunakan batu belah lagadar dipoeh (dibentuk batu muka), spesi menggunakan campuran 1pc:3psr.Pasang .",m3,877100,Ganesha,Sipil,Sipil Jalan
SJ-002,"Pasang pasangan batu belah,campuran 1PC : 4PP","Pasang pasangan menggunakan batu belah lagadar dipoeh (dibentuk batu muka), spesi menggunakan campuran 1pc:4psr.Pasang .",m3,825500,Ganesha,Sipil,Sipil Jalan
SJ-003,"Pasang pasangan batu belah,campuran 1PC : 5PP","Pasang pasangan menggunakan batu belah lagadar dipoeh (dibentuk batu muka), spesi menggunakan campuran 1pc:5psr.Pasang .",m3,789800,Ganesha,Sipil,Sipil Jalan
SJ-004,Pasang batu kosong (anstamping),Pasang batu kosong menggunakan batu belah,m3,400900,Ganesha,Sipil,Sipil Jalan
SJ-005,Pasang Lapisan Pondasi Bawah (LPB),"Pasang aggregat kelas B tebal 25 cm, menggunakan aggregat klas B yang sudah tergradasi sesuai ketentuan SNI, Aggregat harus terhindar dari bahan organik dan gumpalan lempung atau bahan - bahan yang tidak dikehendaki. Agregat pokok, pengunci dan pengisi harus memenuhi ketentuan SNI 03-6751-2002 dan memenuhi persyaratan kepipihan dan lonjong Maksimum 10% dengan metode pengujian RSNI T-01-2005)",m3,304500,Ganesha,Sipil,Sipil Jalan
SJ-006,Pasang Lapisan Pondasi Atas (LPA) Batu Pecah 5/7 Cm Batu 2/3 dan Batu 1/2,"Pasang aggregat kelas A tebal 15 cm, menggunakan aggregat klas A yang sudah tergradasi sesuai ketentuan SNI, Aggregat harus terhindar dari bahan organik dan gumpalan lempung atau bahan - bahan yang tidak dikehendaki. Agregat pokok, pengunci dan pengisi harus memenuhi ketentuan SNI 03-6751-2002 dan memenuhi persyaratan kepipihan dan lonjong Maksimum 10% dengan metode pengujian RSNI T-01-2005)",m3,274900,Ganesha,Sipil,Sipil Jalan
SJ-007,Pasang Pelapisan Resap Pengikat (PrimeCoat),"Pasang aspal cair Lapis Resap Pengikat (primecoat) dengan menggunakan aspal elmulsi, dengan sebaran 0.6 liter/m2",m2,22000,Ganesha,Sipil,Sipil Jalan
SJ-008,Pasang Pelapisan Resap Perekat (TackCoat),"Pasang Lapis Perekat (tackcoat) dengan menggunakan aspal elmulsi, dengan sebaran 0.6 liter/m2",m2,22000,Ganesha,Sipil,Sipil Jalan
SJ-009,Pasang Pelapisan Laston ACBC (Aspal Hotmix/Sitemix T=6 cm),"Hampar lapisan hotmix ACBC tebal 6 Cm jadi, Kemudian dipadatkan dengan tandem roller, melalui 3 kali tahapan, Pemadatan awal 8 kali lintasan menggunakan tandem roller, pemadatanantara 12 kali lintasan menggunakan tyre roller dan pemadatan akhir masing - masing 8 kali lintasan tandem roller, Temperatur pemadatan awal minimum 120oC dan akhir minimum 60oC. Sebelum penghamparan aspal area yang akan di overlay dibersihkan dari debu dan kotoran dengan menggunakan compressor.",m2,223100,Ganesha,Sipil,Sipil Jalan
SJ-010,Pasang Pelapisan Laston ACWC (Aspal Hotmix/Sitemix T=6 cm),"Hampar lapisan hotmix ACWC tebal 6 Cm jadi, Kemudian dipadatkan dengan tandem roller, melalui 3 kali tahapan, Pemadatan awal 8 kali lintasan menggunakan tandem roller, pemadatanantara 12 kali lintasan menggunakan tyre roller dan pemadatan akhir masing - masing 8 kali lintasan tandem roller, Temperatur pemadatan awal minimum 120oC dan akhir minimum 60oC. Sebelum penghamparan aspal area yang akan di overlay dibersihkan dari debu dan kotoran dengan menggunakan compressor.",m2,206600,Ganesha,Sipil,Sipil Jalan
SJ-011,Pasang Pelapisan Laston HRS (Aspal Hotmix /Sitemix T=4 cm),"Hampar lapisan hotmix HRS tebal 4 Cm jadi, Kemudian dipadatkan dengan tandem roller, melalui 3 kali tahapan, Pemadatan awal 8 kali lintasan menggunakan tandem roller, pemadatanantara 12 kali lintasan menggunakan tyre roller dan pemadatan akhir masing - masing 8 kali lintasan tandem roller, Temperatur pemadatan awal minimum 120'C dan akhir minimum 60'C. Sebelum penghamparan aspal area yang akan di overlay dibersihkan dari debu dan kotoran dengan menggunakan compressor.",m2,189800,Ganesha,Sipil,Sipil Jalan
SJ-012,Pasang Pelapisan Laston HRS (Aspal Hotmix /Sitemix T=3 cm),"Hampar lapisan hotmix HRS tebal 3 Cm jadi, Kemudian dipadatkan dengan tandem roller, melalui 3 kali tahapan, Pemadatan awal 8 kali lintasan menggunakan tandem roller, pemadatanantara 12 kali lintasan menggunakan tyre roller dan pemadatan akhir masing - masing 8 kali lintasan tandem roller, Temperatur pemadatan awal minimum 120'C dan akhir minimum 60'C. Sebelum penghamparan aspal area yang akan di overlay dibersihkan dari debu dan kotoran dengan menggunakan compressor.",m2,157200,Ganesha,Sipil,Sipil Jalan
